Ticker,Name,Exchange,Category Name,Country,Name [Ticker]
VINYLINDIA.NS,Vinyl Chemicals India Ltd.,NSE,Specialty Chemicals,India,Vinyl Chemicals India Ltd. [VINYLINDIA.NS]
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,NSE,Agricultural Chemicals,India,Gujarat Narmada Valley Fertilizers & Chemicals Limited [GNFC.NS]
VTXIND.NS,VTXIND.NS,NSE,,India,VTXIND.NS [VTXIND.NS]
VESUVIUS.NS,Vesuvius India Limited,NSE,Diversified Machinery,India,Vesuvius India Limited [VESUVIUS.NS]
VAIBHAVGBL.NS,Vaibhav Global Limited,NSE,Jewelry Stores,India,Vaibhav Global Limited [VAIBHAVGBL.NS]
VALUEIND-EQ.NS,VALUE INDUSTRIES LIMITED,NSE,,India,VALUE INDUSTRIES LIMITED [VALUEIND-EQ.NS]
VADILALIND.NS,Vadilal Industries Limited,NSE,Food - Major Diversified,India,Vadilal Industries Limited [VADILALIND.NS]
UTTAMVALUE-EQ.NS,UTTAM VALUE STEELS INR1,NSE,,India,UTTAM VALUE STEELS INR1 [UTTAMVALUE-EQ.NS]
VIDEOIND-EQ.NS,VIDEOCON INDUSTRIES LIMITED,NSE,,India,VIDEOCON INDUSTRIES LIMITED [VIDEOIND-EQ.NS]
VASWANI.NS,Vaswani Industries Limited,NSE,Steel & Iron,India,Vaswani Industries Limited [VASWANI.NS]
GLOBALVECT-BE.NS,GLOBAL VECTRA HELI INR10,NSE,,India,GLOBAL VECTRA HELI INR10 [GLOBALVECT-BE.NS]
WIPRO.NS,Wipro Limited,NSE,Information Technology Services,India,Wipro Limited [WIPRO.NS]
WANBURY.NS,Wanbury Limited,NSE,Drug Manufacturers - Major,India,Wanbury Limited [WANBURY.NS]
TODAYS.NS,Todays Writing Instruments Limited,NSE,Business Equipment,India,Todays Writing Instruments Limited [TODAYS.NS]
IBWSL.NS,SORIL Holdings and Ventures Limited,NSE,,India,SORIL Holdings and Ventures Limited [IBWSL.NS]
FIRSTWIN.NS,First Winner Industries Limited,NSE,Textile Industrial,India,First Winner Industries Limited [FIRSTWIN.NS]
WINDMACHIN-EQ.NS,WINDSOR MACHINES INR2,NSE,,India,WINDSOR MACHINES INR2 [WINDMACHIN-EQ.NS]
WELSPUNIND.NS,Welspun India Limited,NSE,Textile Industrial,India,Welspun India Limited [WELSPUNIND.NS]
WEBELSOLAR.NS,Websol Energy System Limited,NSE,Diversified Utilities,India,Websol Energy System Limited [WEBELSOLAR.NS]
WELSYNTEX-EQ.NS,WELSPUN SYNTEX,NSE,,India,WELSPUN SYNTEX [WELSYNTEX-EQ.NS]
WABCOINDIA.NS,Wabco India Limited,NSE,Auto Parts,India,Wabco India Limited [WABCOINDIA.NS]
WSTCSTPAPR-EQ.NS,WEST COAST PAPER M INR2.00,NSE,,India,WEST COAST PAPER M INR2.00 [WSTCSTPAPR-EQ.NS]
RAIREKMOH.NS,The Rai Saheb Rekhchand Mohota Spinning & Weaving Mills Ltd.,NSE,Textile Industrial,India,The Rai Saheb Rekhchand Mohota Spinning & Weaving Mills Ltd. [RAIREKMOH.NS]
WILLAMAGOR-EQ.NS,WILLIAMSON MAGOR & COMPANY LIMI,NSE,,India,WILLIAMSON MAGOR & COMPANY LIMI [WILLAMAGOR-EQ.NS]
WELSYNTEX.NS,WELSPUN SYNTEX,NSE,,India,WELSPUN SYNTEX [WELSYNTEX.NS]
LAXMIMACH-EQ.NS,LAKSHMI MACHINE WORKS LIMITED,NSE,,India,LAKSHMI MACHINE WORKS LIMITED [LAXMIMACH-EQ.NS]
WOCKPHARMA.NS,Wockhardt Limited,NSE,Drug Manufacturers - Major,India,Wockhardt Limited [WOCKPHARMA.NS]
WOCKPHARMA-EQ.NS,WOCKHARDT INR5,NSE,,India,WOCKHARDT INR5 [WOCKPHARMA-EQ.NS]
IBWSL-EQ.NS,INDIABULLS WHOLESALE SERVICES L,NSE,,India,INDIABULLS WHOLESALE SERVICES L [IBWSL-EQ.NS]
WEIZMANIND-EQ.NS,WEIZMANN INR10,NSE,,India,WEIZMANN INR10 [WEIZMANIND-EQ.NS]
WHIRLPOOL.NS,Whirlpool of India Limited,NSE,Electronic Equipment,India,Whirlpool of India Limited [WHIRLPOOL.NS]
WILLAMAGOR.NS,Williamson Magor & Co. Limited,NSE,Asset Management,India,Williamson Magor & Co. Limited [WILLAMAGOR.NS]
WENDT.NS,Wendt (India) Limited,NSE,Machine Tools & Accessories,India,Wendt (India) Limited [WENDT.NS]
ZYDUSWELL.NS,Zydus Wellness Limited,NSE,Personal Products,India,Zydus Wellness Limited [ZYDUSWELL.NS]
WSTCSTPAPR.NS,West Coast Paper Mills Limited,NSE,Paper & Paper Products,India,West Coast Paper Mills Limited [WSTCSTPAPR.NS]
TODAYS-EQ.NS,TODAYS WRITING INS INR10,NSE,,India,TODAYS WRITING INS INR10 [TODAYS-EQ.NS]
WELENT.NS,Welspun Enterprises Limited,NSE,Conglomerates,India,Welspun Enterprises Limited [WELENT.NS]
SSWL.NS,Steel Strips Wheels Limited,NSE,Auto Parts,India,Steel Strips Wheels Limited [SSWL.NS]
WONDERLA.NS,Wonderla Holidays Limited,NSE,"Recreational Goods, Other",India,Wonderla Holidays Limited [WONDERLA.NS]
RFXXII29GR-MF.NS,RELIANCE CAPITAL A FHF XXI SER,NSE,,India,RELIANCE CAPITAL A FHF XXI SER [RFXXII29GR-MF.NS]
XCHANGING-EQ.NS,XCHANGING SOLUTIONS LIMITED,NSE,,India,XCHANGING SOLUTIONS LIMITED [XCHANGING-EQ.NS]
XCHANGING.NS,Xchanging Solutions Limited,NSE,Information Technology Services,India,Xchanging Solutions Limited [XCHANGING.NS]
UFTFGR12PX-MF.NS,UTI MUTUAL FUND FTI XII-X 1096D,NSE,,India,UTI MUTUAL FUND FTI XII-X 1096D [UFTFGR12PX-MF.NS]
XLENERGY.NS,XL Energy Limited,NSE,Diversified Utilities,India,XL Energy Limited [XLENERGY.NS]
YESBANK-EQ.NS,YES BANK LIMITED,NSE,,India,YES BANK LIMITED [YESBANK-EQ.NS]
WINSOME-BE.NS,WINSOME YARNS LTD INR10,NSE,,India,WINSOME YARNS LTD INR10 [WINSOME-BE.NS]
WINSOME.NS,Winsome Yarns Limited,NSE,Textile Industrial,India,Winsome Yarns Limited [WINSOME.NS]
ZYLOG.NS,Zylog Systems Limited,NSE,Technical & System Software,India,Zylog Systems Limited [ZYLOG.NS]
ZENSARTEC.NS,Zensar Technologies Limited,NSE,,India,Zensar Technologies Limited [ZENSARTEC.NS]
HINDZINC.NS,Hindustan Zinc Limited,NSE,Industrial Metals & Minerals,India,Hindustan Zinc Limited [HINDZINC.NS]
ZANDUREALT.NS,Zandu Realty Limited,NSE,Real Estate Development,India,Zandu Realty Limited [ZANDUREALT.NS]
ZENITHEXPO.NS,Zenith Exports Limited,NSE,Textile Industrial,India,Zenith Exports Limited [ZENITHEXPO.NS]
ZENITHEXPO-EQ.NS,ZENITH EXPORTS LTD INR10,NSE,,India,ZENITH EXPORTS LTD INR10 [ZENITHEXPO-EQ.NS]
ZEELEARN-EQ.NS,ZEE LEARN LIMITED,NSE,,India,ZEE LEARN LIMITED [ZEELEARN-EQ.NS]
ZEEL-P1.NS,ZEE ENTERTAIN ENT 6% CUM RED NO,NSE,,India,ZEE ENTERTAIN ENT 6% CUM RED NO [ZEEL-P1.NS]
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,NSE,Jewelry Stores,India,Tribhovandas Bhimji Zaveri Limited [TBZ.NS]
ZEEL.NS,Zee Entertainment Enterprises Limited,NSE,Broadcasting - TV,India,Zee Entertainment Enterprises Limited [ZEEL.NS]
ZUARIGLOB.NS,Zuari Global Limited,NSE,Agricultural Chemicals,India,Zuari Global Limited [ZUARIGLOB.NS]
ZICOM-EQ.NS,ZICOM ELECTRONIC SECURITY SYSTE,NSE,,India,ZICOM ELECTRONIC SECURITY SYSTE [ZICOM-EQ.NS]
ZENITHCOMP.NS,Zenith Computers Limited,NSE,,India,Zenith Computers Limited [ZENITHCOMP.NS]
ZEEMEDIA.NS,Zee Media Corporation Limited,NSE,Broadcasting - TV,India,Zee Media Corporation Limited [ZEEMEDIA.NS]
ZANDUREALT-EQ.NS,ZANDU REALTY LIMITED,NSE,,India,ZANDU REALTY LIMITED [ZANDUREALT-EQ.NS]
ZUARI.NS,Zuari Agro Chemicals Limited,NSE,Agricultural Chemicals,India,Zuari Agro Chemicals Limited [ZUARI.NS]
ZEELEARN.NS,Zee Learn Limited,NSE,Education & Training Services,India,Zee Learn Limited [ZEELEARN.NS]
ZENTEC.NS,Zen Technologies Limited,NSE,Education & Training Services,India,Zen Technologies Limited [ZENTEC.NS]
ZENTEC-BE.NS,Zen Technologies Limited,NSE,,India,Zen Technologies Limited [ZENTEC-BE.NS]
ZENTEC-EQ.NS,ZEN TECHNOLOGIES INR1,NSE,,India,ZEN TECHNOLOGIES INR1 [ZENTEC-EQ.NS]
ZENITHBIR-EQ.NS,ZENITH BIRLA(INDIA INR10,NSE,,India,ZENITH BIRLA(INDIA INR10 [ZENITHBIR-EQ.NS]
ZODIACLOTH-EQ.NS,ZODIAC CLOTHING COMPANY LIMITED,NSE,,India,ZODIAC CLOTHING COMPANY LIMITED [ZODIACLOTH-EQ.NS]
ZENSARTECH.NS,Zensar Technologies Limited,NSE,Information Technology Services,India,Zensar Technologies Limited [ZENSARTECH.NS]
HINDZINC-EQ.NS,HINDUSTAN ZINC LIMITED,NSE,,India,HINDUSTAN ZINC LIMITED [HINDZINC-EQ.NS]
ZODIACLOTH.NS,Zodiac Clothing Company Limited,NSE,Textile - Apparel Clothing,India,Zodiac Clothing Company Limited [ZODIACLOTH.NS]
ZYDUSWELL-EQ.NS,ZYDUS WELLNESS LIMITED,NSE,,India,ZYDUS WELLNESS LIMITED [ZYDUSWELL-EQ.NS]
ZICOM.NS,Zicom Electronic Security Systems Limited,NSE,Security & Protection Services,India,Zicom Electronic Security Systems Limited [ZICOM.NS]
AARVEEDEN.NS,Aarvee Denims and Exports Limited,NSE,Textile Industrial,India,Aarvee Denims and Exports Limited [AARVEEDEN.NS]
AARTIDRUGS-EQ.NS,AARTI DRUGS LTD INR10,NSE,,India,AARTI DRUGS LTD INR10 [AARTIDRUGS-EQ.NS]
AARTIIND-EQ.NS,AARTI INDUSTRIES LIMITED,NSE,,India,AARTI INDUSTRIES LIMITED [AARTIIND-EQ.NS]
AARTIIND.NS,Aarti Industries Limited,NSE,Specialty Chemicals,India,Aarti Industries Limited [AARTIIND.NS]
AARTIDRUGS.NS,Aarti Drugs Limited,NSE,Drug Manufacturers - Major,India,Aarti Drugs Limited [AARTIDRUGS.NS]
ABB.NS,ABB India Limited,NSE,Diversified Machinery,India,ABB India Limited [ABB.NS]
ABCIL.NS,Aditya Birla Chemicals (India) Limited,NSE,,India,Aditya Birla Chemicals (India) Limited [ABCIL.NS]
STYABS.NS,INEOS STYROLUTION INR10,NSE,,India,INEOS STYROLUTION INR10 [STYABS.NS]
ABFRL.NS,Aditya Birla Fashion and Retail Limited,NSE,Textile - Apparel Clothing,India,Aditya Birla Fashion and Retail Limited [ABFRL.NS]
ABGSHIP.NS,ABG Shipyard Limited,NSE,Aerospace/Defense - Major Diversified,India,ABG Shipyard Limited [ABGSHIP.NS]
ABHISHEK.NS,Abhishek Corporation Ltd,NSE,,India,Abhishek Corporation Ltd [ABHISHEK.NS]
ABIRLANUVO-EQ.NS,ADITYA BIRLA NUVO LIMITED,NSE,,India,ADITYA BIRLA NUVO LIMITED [ABIRLANUVO-EQ.NS]
ORIENTABRA.NS,Orient Abrasives Limited,NSE,Specialty Chemicals,India,Orient Abrasives Limited [ORIENTABRA.NS]
ORIENTABRA-EQ.NS,ORIENT ABRASIVES INR1 (POST SUB,NSE,,India,ORIENT ABRASIVES INR1 (POST SUB [ORIENTABRA-EQ.NS]
ABIRLANUVO.NS,Aditya Birla Nuvo Limited,NSE,Conglomerates,India,Aditya Birla Nuvo Limited [ABIRLANUVO.NS]
ABBOTINDIA.NS,Abbott India Limited,NSE,Drug Manufacturers - Major,India,Abbott India Limited [ABBOTINDIA.NS]
ABCIL-EQ.NS,ADITYA BIRLA CHEMICALS (INDIA),NSE,,India,ADITYA BIRLA CHEMICALS (INDIA) [ABCIL-EQ.NS]
IMPAL.NS,India Motor Parts and Accessories Limited,NSE,Auto Parts,India,India Motor Parts and Accessories Limited [IMPAL.NS]
ACROPETAL-BE.NS,ACROPETAL TECHNOLO INR10,NSE,,India,ACROPETAL TECHNOLO INR10 [ACROPETAL-BE.NS]
ACCELYA.NS,Accelya Kale Solutions Limited,NSE,Information Technology Services,India,Accelya Kale Solutions Limited [ACCELYA.NS]
AFL-EQ.NS,ACCEL FRONTLINE LIMITED,NSE,,India,ACCEL FRONTLINE LIMITED [AFL-EQ.NS]
AFL.NS,Accel Frontline Limited,NSE,Information Technology Services,India,Accel Frontline Limited [AFL.NS]
ACE.NS,Action Construction Equipment Limited,NSE,Farm & Construction Machinery,India,Action Construction Equipment Limited [ACE.NS]
ACCELYA-EQ.NS,ACCELYA KALE SOLUT INR10,NSE,,India,ACCELYA KALE SOLUT INR10 [ACCELYA-EQ.NS]
ACROPETAL.NS,Acropetal Technologies Limited,NSE,Information Technology Services,India,Acropetal Technologies Limited [ACROPETAL.NS]
TREEHOUSE.NS,Tree House Education & Accessories Limited,NSE,Education & Training Services,India,Tree House Education & Accessories Limited [TREEHOUSE.NS]
ACC.NS,ACC Limited,NSE,General Building Materials,India,ACC Limited [ACC.NS]
ACROPETAL-EQ.NS,ACROPETAL TECHNOLOGIES LIMITED,NSE,,India,ACROPETAL TECHNOLOGIES LIMITED [ACROPETAL-EQ.NS]
VARDHACRLC-EQ.NS,VARDHMAN ACRYLICS INR10,NSE,,India,VARDHMAN ACRYLICS INR10 [VARDHACRLC-EQ.NS]
VARDHACRLC.NS,Vardhman Acrylics Limited,NSE,Textile Industrial,India,Vardhman Acrylics Limited [VARDHACRLC.NS]
AMTL.NS,Advance Metering Technology Limited,NSE,Electric Utilities,India,Advance Metering Technology Limited [AMTL.NS]
ADVANTA.NS,Advanta Limited,NSE,,India,Advanta Limited [ADVANTA.NS]
ADSL.NS,Allied Digital Services Ltd,NSE,Information Technology Services,India,Allied Digital Services Ltd [ADSL.NS]
ADHUNIK.NS,Adhunik Metaliks Limited,NSE,Steel & Iron,India,Adhunik Metaliks Limited [ADHUNIK.NS]
ADANITRANS.NS,Adani Transmissions Limited,NSE,Electric Utilities,India,Adani Transmissions Limited [ADANITRANS.NS]
ADANIENT.NS,Adani Enterprises Limited,NSE,Industrial Metals & Minerals,India,Adani Enterprises Limited [ADANIENT.NS]
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,NSE,Lodging,India,Advani Hotels & Resorts (India) Limited [ADVANIHOTR.NS]
ADANITRANS-BE.NS,Adani Transmission Ltd,NSE,,India,Adani Transmission Ltd [ADANITRANS-BE.NS]
ONELIFECAP.NS,Onelife Capital Advisors Limited,NSE,Investment Brokerage - National,India,Onelife Capital Advisors Limited [ONELIFECAP.NS]
ADFFOODS-EQ.NS,ADF FOODS LIMITED,NSE,,India,ADF FOODS LIMITED [ADFFOODS-EQ.NS]
ADSL-EQ.NS,ALLIED DIGITAL SER INR5,NSE,,India,ALLIED DIGITAL SER INR5 [ADSL-EQ.NS]
ADHUNIK-EQ.NS,ADHUNIK METALIKS LIMITED,NSE,,India,ADHUNIK METALIKS LIMITED [ADHUNIK-EQ.NS]
PRESSMN.NS,Pressman Advertising Limited,NSE,Advertising Agencies,India,Pressman Advertising Limited [PRESSMN.NS]
ADVANIHOTR-EQ.NS,ADVANI HOTELS & RE INR2.00,NSE,,India,ADVANI HOTELS & RE INR2.00 [ADVANIHOTR-EQ.NS]
ADLABS-EQ.NS,ADLABS ENTERTAINME INR10,NSE,,India,ADLABS ENTERTAINME INR10 [ADLABS-EQ.NS]
PFRL.NS,Aditya Birla Fashion and Retail Limited,NSE,,India,Aditya Birla Fashion and Retail Limited [PFRL.NS]
ADI-EQ.NS,ADI FINECHEM LTD INR10,NSE,,India,ADI FINECHEM LTD INR10 [ADI-EQ.NS]
ADORWELD.NS,Ador Welding Limited,NSE,Diversified Machinery,India,Ador Welding Limited [ADORWELD.NS]
PRESSMN-EQ.NS,PRESSMAN ADVERTISI INR2,NSE,,India,PRESSMAN ADVERTISI INR2 [PRESSMN-EQ.NS]
BIRLAMONEY.NS,Aditya Birla Money Limited,NSE,Investment Brokerage - National,India,Aditya Birla Money Limited [BIRLAMONEY.NS]
ADANIPOWER.NS,Adani Power Limited,NSE,Diversified Utilities,India,Adani Power Limited [ADANIPOWER.NS]
SPARC.NS,Sun Pharma Advanced Research Company Limited,NSE,Drugs - Generic,India,Sun Pharma Advanced Research Company Limited [SPARC.NS]
SDAFIIIGR-MF.NS,SBI MUTUAL FUND SBI DUAL ADVANT,NSE,,India,SBI MUTUAL FUND SBI DUAL ADVANT [SDAFIIIGR-MF.NS]
ADLABS.NS,Adlabs Entertainment Limited,NSE,Entertainment - Diversified,India,Adlabs Entertainment Limited [ADLABS.NS]
SABTN-EQ.NS,SRI ADHIKARI BROTHERS TELEVISIO,NSE,,India,SRI ADHIKARI BROTHERS TELEVISIO [SABTN-EQ.NS]
AEGISCHEM.NS,Aegis Logistics Limited,NSE,,India,Aegis Logistics Limited [AEGISCHEM.NS]
AFTEK.NS,Aftek Limited,NSE,,India,Aftek Limited [AFTEK.NS]
AFTEK-BZ.NS,AFTEK LIMITED,NSE,,India,AFTEK LIMITED [AFTEK-BZ.NS]
AFTEK-BE.NS,AFTEK-BE.NS,NSE,,India,AFTEK-BE.NS [AFTEK-BE.NS]
ARIES.NS,Aries Agro Limited,NSE,Agricultural Chemicals,India,Aries Agro Limited [ARIES.NS]
REIAGROLTD-EQ.NS,REI AGRO LTD INR1,NSE,,India,REI AGRO LTD INR1 [REIAGROLTD-EQ.NS]
IFBAGRO.NS,IFB Agro Industries Limited,NSE,Beverages - Wineries & Distillers,India,IFB Agro Industries Limited [IFBAGRO.NS]
GREENFIRE.NS,Proseed India Limited,NSE,Agricultural Chemicals,India,Proseed India Limited [GREENFIRE.NS]
ATFL.NS,Agro Tech Foods Limited,NSE,Food - Major Diversified,India,Agro Tech Foods Limited [ATFL.NS]
AGRODUTCH.NS,Agro Dutch Industries Limited,NSE,Farm Products,India,Agro Dutch Industries Limited [AGRODUTCH.NS]
AGCNET.NS,AGC Networks Limited,NSE,Business Software & Services,India,AGC Networks Limited [AGCNET.NS]
NATNLSTEEL-EQ.NS,NATIONAL STEEL & A INR10,NSE,,India,NATIONAL STEEL & A INR10 [NATNLSTEEL-EQ.NS]
AGRITECH.NS,Agri-Tech (India) Ltd,NSE,Agricultural Chemicals,India,Agri-Tech (India) Ltd [AGRITECH.NS]
ARIES-EQ.NS,ARIES AGRO LIMITED,NSE,,India,ARIES AGRO LIMITED [ARIES-EQ.NS]
NATNLSTEEL-BE.NS,NATIONAL STEEL & AGRO IND,NSE,,India,NATIONAL STEEL & AGRO IND [NATNLSTEEL-BE.NS]
GREENFIRE-EQ.NS,GREEN FIRE AGRI CO INR1,NSE,,India,GREEN FIRE AGRI CO INR1 [GREENFIRE-EQ.NS]
AGARIND-EQ.NS,AGARWAL INDUSTRIAL INR10,NSE,,India,AGARWAL INDUSTRIAL INR10 [AGARIND-EQ.NS]
ATFL-EQ.NS,AGRO TECH FOODS LIMITED,NSE,,India,AGRO TECH FOODS LIMITED [ATFL-EQ.NS]
JMA-EQ.NS,JULLUNDUR MOTOR AG INR10,NSE,,India,JULLUNDUR MOTOR AG INR10 [JMA-EQ.NS]
JAYAGROGN-EQ.NS,JAYANT AGRO ORGANICS LIMITED,NSE,,India,JAYANT AGRO ORGANICS LIMITED [JAYAGROGN-EQ.NS]
HATSUN-EQ.NS,HATSUN AGRO PRODUC INR1,NSE,,India,HATSUN AGRO PRODUC INR1 [HATSUN-EQ.NS]
AGRITECH-BE.NS,Agri-Tech (India) Limited,NSE,,India,Agri-Tech (India) Limited [AGRITECH-BE.NS]
AGARIND.NS,Agarwal Industrial Corporation Ltd.,NSE,Specialty Chemicals,India,Agarwal Industrial Corporation Ltd. [AGARIND.NS]
REIAGROLTD-BE.NS,REI AGRO LTD INR1,NSE,,India,REI AGRO LTD INR1 [REIAGROLTD-BE.NS]
AGRITECH-EQ.NS,AGRI-TECH (INDIA) INR10,NSE,,India,AGRI-TECH (INDIA) INR10 [AGRITECH-EQ.NS]
GOKULAGRO.NS,Gokul Agro Resources Limited,NSE,Food - Major Diversified,India,Gokul Agro Resources Limited [GOKULAGRO.NS]
HATSUN.NS,Hatsun Agro Product Limited,NSE,Food - Major Diversified,India,Hatsun Agro Product Limited [HATSUN.NS]
DHANUKA.NS,Dhanuka Agritech Limited,NSE,Agricultural Chemicals,India,Dhanuka Agritech Limited [DHANUKA.NS]
JVLAGRO.NS,JVL Agro Industries Limited,NSE,Food - Major Diversified,India,JVL Agro Industries Limited [JVLAGRO.NS]
AGRODUTCH-BE.NS,AGRO DUTCH INDUSTRIES LTD,NSE,,India,AGRO DUTCH INDUSTRIES LTD [AGRODUTCH-BE.NS]
REIAGROLTD.NS,REI Agro Limited,NSE,Food - Major Diversified,India,REI Agro Limited [REIAGROLTD.NS]
NATNLSTEEL.NS,National Steel and Agro Industries Limited,NSE,Steel & Iron,India,National Steel and Agro Industries Limited [NATNLSTEEL.NS]
AHLWEST.NS,Asian Hotels (West) Limited,NSE,Lodging,India,Asian Hotels (West) Limited [AHLWEST.NS]
AHMEDFORG.NS,Metalyst Forgings Limited,NSE,,India,Metalyst Forgings Limited [AHMEDFORG.NS]
AHIMSA-SO.NS,AHIMSA INDUSTRIES INR10,NSE,,India,AHIMSA INDUSTRIES INR10 [AHIMSA-SO.NS]
AHIMSA-SQ.NS,AHIMSA INDUSTRIES INR10,NSE,,India,AHIMSA INDUSTRIES INR10 [AHIMSA-SQ.NS]
AHIMSA-SM.NS,AHIMSA INDUSTRIES INR10,NSE,,India,AHIMSA INDUSTRIES INR10 [AHIMSA-SM.NS]
AHIMSA-SL.NS,AHIMSA INDUSTRIES INR10,NSE,,India,AHIMSA INDUSTRIES INR10 [AHIMSA-SL.NS]
AHIMSA-SP.NS,AHIMSA INDUSTRIES INR10,NSE,,India,AHIMSA INDUSTRIES INR10 [AHIMSA-SP.NS]
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,NSE,General Contractors,India,Ahluwalia Contracts (India) Limited [AHLUCONT.NS]
AHLEAST.NS,Asian Hotels (East) Limited,NSE,Lodging,India,Asian Hotels (East) Limited [AHLEAST.NS]
AHIMSA-SI.NS,AHIMSA INDUSTRIES INR10,NSE,,India,AHIMSA INDUSTRIES INR10 [AHIMSA-SI.NS]
AHIMSA-ST.NS,AHIMSA INDUSTRIES INR10,NSE,,India,AHIMSA INDUSTRIES INR10 [AHIMSA-ST.NS]
AICHAMP.NS,AI Champdany Industries Limited,NSE,Textile Industrial,India,AI Champdany Industries Limited [AICHAMP.NS]
AIAENG.NS,AIA Engineering Limited,NSE,Diversified Machinery,India,AIA Engineering Limited [AIAENG.NS]
AICHAMP-EQ.NS,AI CHAMPDANY INDUS INR5,NSE,,India,AI CHAMPDANY INDUS INR5 [AICHAMP-EQ.NS]
JETAIRWAYS.NS,Jet Airways (India) Limited,NSE,Major Airlines,India,Jet Airways (India) Limited [JETAIRWAYS.NS]
AIFL.NS,Ashapura Intimates Fashion Limited,NSE,Textile - Apparel Clothing,India,Ashapura Intimates Fashion Limited [AIFL.NS]
KFA-BZ.NS,KINGFISHER AIRLINES LTD,NSE,,India,KINGFISHER AIRLINES LTD [KFA-BZ.NS]
AIFL-EQ.NS,ASHAPURA INTIMATES INR10,NSE,,India,ASHAPURA INTIMATES INR10 [AIFL-EQ.NS]
